,User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
2792,10987174,female,33,174,72,20,98,40.6,104
2793,14254315,male,73,170,75,5,89,38.9,27
2794,17157904,male,29,192,98,12,93,40.2,52
2795,19824150,female,28,159,62,7,89,39,30
2796,10918689,male,21,165,65,9,89,39.6,24
2797,14028028,female,34,170,65,24,108,40.9,153
2798,14036783,male,40,162,64,22,111,40.4,151
2799,19881722,female,20,180,72,4,90,38.6,16
2800,16828456,female,29,164,64,16,96,40.2,80
2801,16162009,male,65,196,98,21,103,40.2,160
2802,17422182,male,39,197,106,8,95,39.3,43
2803,12473536,male,61,184,80,25,104,40.5,180
2804,16907203,male,69,195,98,16,101,40.1,120
2805,11158313,female,21,155,59,21,94,40.4,99
2806,12685054,male,72,194,97,27,107,40.9,230
2807,13609739,male,33,160,67,20,103,40,108
2808,12364237,male,21,178,81,27,116,40.9,191
2809,12413894,male,37,192,91,24,117,40.9,197
2810,18365327,male,44,184,84,10,92,39.6,46
2811,13940590,female,23,168,67,17,101,40.7,92
2812,18764781,male,34,182,81,4,72,38.5,4
2813,18113761,female,50,178,77,29,111,40.7,198
2814,11006656,male,40,212,118,27,111,40.7,217
2815,13257389,female,46,155,55,2,87,37.9,9
2816,12895125,male,48,176,82,9,83,40,31
2817,16757661,female,71,174,77,8,88,39.9,38
2818,17823841,female,22,168,63,23,109,40.7,145
2819,17474643,female,64,164,57,15,92,39.7,80
2820,10257114,female,79,165,65,29,106,40.8,202
2821,13881017,male,28,187,90,25,110,40.7,168
2822,14483810,male,24,199,97,6,87,39.2,19
2823,17841465,female,26,167,67,19,111,41,124
2824,18945548,male,29,196,91,22,96,40.6,103
2825,15750905,male,32,168,69,19,100,40.4,94
2826,11638755,female,23,173,65,15,98,40.2,77
2827,15173062,female,38,158,63,21,103,40.6,125
2828,14693053,male,35,194,98,6,86,39.5,22
2829,14856504,female,56,173,71,26,94,40.6,135
2830,12864673,male,51,182,85,12,90,39.8,56
2831,17707060,male,38,204,113,27,99,40.9,163
2832,13608187,male,20,195,98,25,110,40.7,162
2833,10575242,male,32,175,74,26,93,40.7,104
2834,11779642,female,47,172,66,20,108,40.6,132
2835,16537447,female,72,163,62,13,86,40,62
2836,12118319,female,72,177,79,1,83,37.8,4
2837,18343526,female,47,166,63,13,99,40.2,74
2838,17580964,female,32,154,57,20,92,40.8,95
2839,17235610,male,53,194,94,11,94,40,61
2840,15645483,female,25,176,73,25,109,40.8,155
2841,18205267,female,27,157,55,15,101,40.5,85
2842,14732233,female,47,161,61,3,84,38.8,12
2843,11260905,female,22,171,69,12,90,39.8,50
2844,19546482,male,34,187,91,12,94,39.9,55
2845,17207496,female,41,162,60,30,104,41.3,184
2846,18317261,female,21,150,50,19,104,40.1,113
2847,10072185,female,24,167,62,17,88,40.3,70
2848,16898284,male,76,197,97,27,109,41.1,244
2849,17962770,male,56,179,79,1,87,37.5,4
2850,11622760,male,48,180,81,24,97,40.7,133
2851,14967200,male,69,194,104,17,101,40.2,130
2852,11696730,male,31,179,84,5,86,38.9,16
2853,19993026,female,20,155,56,12,89,40.1,51
2854,13476871,female,45,167,62,30,118,40.9,230
2855,14863815,female,37,156,58,8,92,39.8,39
2856,10758572,female,30,148,52,7,88,39.2,30
2857,15583353,male,27,192,94,24,104,40.9,140
2858,12030953,male,29,194,95,16,99,40.1,83
2859,16325118,female,45,174,69,21,108,40.4,137
2860,12015728,male,35,200,107,9,96,40,48
2861,19718404,male,74,184,88,16,97,40,111
2862,13479905,female,42,162,62,14,97,40.4,75
2863,11498661,female,48,175,75,3,76,38.9,9
2864,18345317,male,68,166,71,3,67,38.7,5
2865,11193508,male,48,195,97,3,81,38.7,10
2866,15139228,male,65,186,86,21,110,40.6,177
2867,18338594,male,26,181,80,11,91,39.4,39
2868,14807238,female,28,159,58,3,78,38.3,9
2869,14039240,male,50,179,79,27,101,40.7,167
2870,15443240,male,43,177,73,29,115,40.6,227
2871,11074814,male,20,176,73,18,97,40.9,72
2872,12145768,female,53,167,67,28,112,40.7,199
2873,14193898,male,41,175,82,4,80,38.9,11
2874,13370901,male,38,176,77,10,91,39.9,40
2875,10188164,female,47,176,77,15,87,39.8,63
2876,19714157,male,39,191,91,22,90,40.3,93
2877,11081759,male,42,182,85,23,100,40.7,133
2878,17970172,male,26,179,81,27,107,40.6,161
2879,19212878,female,61,166,62,16,99,40.4,95
2880,15163838,female,62,186,86,22,102,40.1,131
2881,19312304,female,62,156,57,26,105,40.8,173
2882,18576735,female,56,153,53,6,80,39.2,24
2883,14267539,male,71,189,95,5,77,38.8,20
2884,16417729,male,24,191,91,26,107,40.6,158
2885,15421090,male,28,187,84,24,105,40.9,140
2886,11011758,female,40,152,49,11,87,39.8,49
2887,19035318,male,71,177,75,23,110,40.4,195
2888,14391718,male,22,163,65,19,98,40.4,77
2889,13327254,male,58,179,82,23,107,40.4,173
2890,19238899,female,24,169,71,4,77,38.8,11
2891,19341618,male,56,191,101,12,98,40.1,78
2892,12797760,female,29,164,63,19,100,40.5,104
2893,17847288,male,30,186,89,27,102,40.9,151
2894,16778352,male,40,187,88,14,87,40,53
2895,14472022,male,70,193,97,15,96,40.1,102
2896,17670151,male,33,199,104,8,82,39.6,24
2897,19387889,male,64,194,97,5,80,39.2,20
2898,17300396,female,40,167,63,19,97,40.5,101
2899,11715588,female,27,155,53,22,108,40.6,141
2900,18262263,female,41,156,61,14,98,39.9,77
2901,14364286,male,41,178,79,19,104,40.2,118
2902,15110569,male,24,193,84,21,100,40.1,103
2903,18220696,male,21,187,87,29,100,40.7,139
2904,15343923,female,22,168,66,4,87,38.5,16
2905,17660511,female,63,162,67,9,83,39.8,38
2906,18203533,male,77,182,88,28,104,41.1,228
2907,11715187,male,74,182,90,21,102,40.5,162
2908,15256186,female,20,169,64,2,83,37.9,7
2909,16571009,female,57,163,61,22,101,40.8,134
2910,18998025,male,22,173,74,20,98,40.4,85
2911,18812786,female,38,153,59,14,99,40.4,78
2912,19207763,female,50,176,73,10,85,40,41
2913,13335632,male,33,186,81,29,106,40.3,179
2914,12129622,male,32,185,84,17,98,40.3,84
2915,13637896,male,57,184,92,18,103,40.4,128
2916,19078577,female,33,142,45,12,97,40,65
2917,14601630,female,27,177,72,10,90,39.7,42
2918,16282341,female,33,165,64,23,96,40.4,117
2919,14353475,male,40,199,105,20,105,40.8,137
2920,10487244,female,20,158,52,29,110,41.1,189
2921,13761848,female,63,168,63,7,92,39.4,36
2922,17647344,female,75,182,82,22,99,40.5,130
2923,19206216,male,30,186,85,14,98,39.9,68
2924,13681264,female,21,170,67,13,90,39.8,55
2925,19460138,female,22,163,64,28,105,40.9,164
2926,12404900,male,56,171,71,8,87,39.6,33
2927,16442069,female,28,166,68,28,111,40.8,183
2928,17608506,male,72,164,72,9,83,40.1,39
2929,14688063,male,24,205,99,18,94,40.7,77
2930,19409468,male,29,191,87,13,94,40.1,56
2931,17798572,male,26,187,84,9,80,39.7,18
2932,12190043,male,26,181,78,16,98,40.2,73
2933,11269455,male,23,181,87,25,104,40.9,138
2934,13724347,female,38,163,63,19,105,40.5,117
2935,16555457,female,59,161,58,24,104,40.9,156
2936,16884641,male,41,180,87,15,96,39.9,77
2937,10752983,female,33,163,63,22,101,40.7,124
2938,14228752,male,54,187,88,23,101,40.9,151
2939,12817999,male,20,185,83,12,101,40.2,58
2940,16499746,male,24,181,78,16,91,39.7,54
2941,13736809,male,23,177,73,23,108,40.6,133
2942,11132839,male,30,162,68,4,80,38.8,7
2943,13226083,female,53,169,66,20,109,40.5,136
2944,16897568,male,21,178,75,16,94,40.3,58
2945,18167168,female,59,162,64,24,106,40.8,159
2946,16648756,male,31,191,90,25,106,40.9,156
2947,19512929,female,73,184,83,13,97,40.3,73
2948,11311166,female,48,168,73,28,99,40.6,155
2949,19798030,male,29,195,99,21,99,40.6,111
2950,15185685,female,21,182,72,6,87,39,23
2951,17227464,female,26,185,79,4,76,38.8,10
2952,11434854,male,70,180,77,9,100,40,63
2953,19875849,male,29,167,71,5,85,39.2,13
2954,15791396,female,38,181,74,8,84,39.9,30
2955,18794890,female,42,161,64,11,98,39.9,60
2956,16654543,male,33,201,103,23,98,40.7,125
2957,14758258,male,32,197,98,26,111,40.7,188
2958,17463865,male,56,175,82,11,88,39.9,50
2959,11666388,male,36,178,77,29,105,41.2,176
2960,16722883,female,20,168,64,12,96,39.8,58
2961,18276346,male,31,179,83,21,94,40.6,90
2962,11852308,female,69,154,59,18,86,40.6,85
2963,14131145,male,31,177,78,7,80,39.5,15
2964,13233305,female,31,170,64,10,99,39.8,54
2965,13896266,female,27,166,68,8,90,39.3,34
2966,13657808,male,27,183,81,24,99,40.7,115
2967,11601952,female,29,174,65,9,90,39.6,39
2968,11218653,male,32,187,85,19,99,40.7,98
2969,14341523,male,21,178,81,17,97,40.1,72
2970,11685062,male,46,176,83,27,109,40.8,196
2971,17532051,female,31,158,64,24,94,40.4,116
2972,18766363,female,24,161,57,12,96,40.1,60
2973,11432055,male,26,178,80,28,105,40.6,158
2974,16785355,male,58,187,90,29,107,41,223
2975,14032506,female,50,152,48,13,87,39.9,60
2976,10855360,male,26,211,113,15,103,40.1,91
2977,10041182,female,47,173,67,2,86,38.1,8
2978,11029659,male,47,170,70,24,109,40.6,169
2979,16150645,female,47,172,75,30,104,40.7,181
2980,13563201,female,54,162,63,13,101,40,78
2981,17076325,female,46,170,71,27,114,40.7,193
2982,12595716,female,21,155,53,4,88,38.7,17
2983,12756695,male,21,181,83,21,102,40.3,105
2984,11951461,female,24,158,52,29,103,41.1,169
2985,15209097,male,24,172,77,27,105,41,148
2986,12292817,female,33,182,78,5,83,39.3,18
2987,15443970,female,33,154,54,16,90,40.3,73
2988,11390260,male,63,181,86,4,86,39.1,19
2989,11677362,male,56,185,83,28,103,40.7,192
2990,17772998,male,72,185,89,12,85,40.1,60
2991,12302799,female,73,184,83,15,98,40.6,86
2992,14906539,female,58,169,72,27,101,41.2,161
2993,12961530,male,42,173,81,23,107,40.3,155
2994,10902092,male,23,181,77,15,88,40,43
2995,16933823,female,26,155,53,19,102,40.2,109
2996,14488616,male,24,184,84,16,87,40.1,47
2997,13684439,male,22,192,95,24,112,40.9,164
2998,16030251,female,24,141,43,11,100,40.3,62
2999,19377162,female,34,156,56,24,102,40.7,141
3000,10212268,male,68,188,90,10,85,40.1,49
3001,14719461,female,32,165,61,10,89,39.6,44
3002,16551520,male,67,179,83,10,89,39.9,53
3003,17756409,male,73,185,88,8,90,39.5,47
3004,18332289,male,46,189,88,7,87,39.2,28
3005,18561892,male,60,190,91,25,102,40.8,177
3006,16368768,male,28,176,71,2,82,38.5,4
3007,14155645,male,39,189,91,13,91,39.8,57
3008,10584576,female,25,181,78,15,96,39.9,71
3009,18294489,male,78,180,87,20,102,40.4,157
3010,18939429,male,44,188,91,21,103,40.2,135
3011,17946518,female,50,166,62,26,111,40.5,183
3012,18692262,female,34,159,60,17,98,40.1,91
3013,19385622,male,70,189,87,16,94,40.5,100
3014,18305966,female,26,160,61,6,83,38.9,22
3015,11585443,male,31,189,86,20,101,40.5,108
3016,18799994,female,27,146,50,6,83,39.2,23
3017,19165109,male,69,189,95,15,95,40.4,98
3018,17433265,male,35,192,94,4,84,38.8,13
3019,16205704,male,73,181,91,19,98,40.6,135
3020,19558663,male,53,175,75,7,95,39.9,37
3021,10823777,male,61,182,93,14,82,40.2,58
3022,16062013,male,45,208,111,11,99,39.7,70
3023,18807356,female,33,153,53,26,111,40.3,178
3024,13900047,male,41,191,90,9,90,39.6,39
3025,15152578,male,26,190,93,3,77,38.4,5
3026,13911802,male,22,176,79,9,90,39.6,29
3027,17969503,male,40,184,82,26,103,41.1,158
3028,19844786,female,26,160,56,18,104,40,107
3029,13166805,female,33,159,58,22,99,40.7,121
3030,10683484,female,24,175,75,20,101,40.9,106
3031,10915031,male,27,191,90,18,107,40.6,112
3032,14596501,female,39,181,80,11,84,39.8,41
3033,17071307,male,41,172,74,25,109,40.5,171
3034,12397254,male,25,182,81,8,91,39.5,28
3035,17151775,male,26,192,90,11,89,40,38
3036,14932098,female,37,152,51,17,96,40.4,91
3037,11419512,male,39,185,90,13,100,40,75
3038,11083038,female,32,173,63,2,84,38.3,8
3039,12027990,female,45,174,70,26,107,40.9,166
3040,17110809,female,76,160,60,16,110,40.5,118
3041,12878524,male,22,194,96,14,92,40.2,54
3042,14950375,female,44,166,57,22,106,40.6,142
3043,19032967,female,34,150,58,4,79,38.9,13
3044,18192260,female,20,170,63,10,91,40,43
3045,11914274,female,42,158,57,13,84,40,53
3046,10834679,female,49,173,75,3,81,38.5,11
3047,17692087,male,64,185,92,28,112,41,246
3048,14679831,female,34,155,57,26,109,40.9,171
3049,19996063,female,27,174,68,24,109,40.6,152
3050,16535127,female,60,159,55,30,117,40.9,238
3051,10606273,female,50,171,70,2,81,37.9,7
3052,16706074,male,41,188,92,27,103,41.3,171
3053,17461047,female,24,157,55,13,93,39.9,62
3054,13602633,male,59,183,88,22,101,40.8,150
3055,16421984,male,28,184,88,1,86,37.7,3
3056,17693079,female,35,178,72,14,93,40.2,66
3057,13865558,male,50,180,78,26,102,40.6,164
3058,10590077,female,22,170,64,30,115,41.2,208
3059,11778430,female,30,181,79,16,102,40.4,88
3060,17646167,female,24,169,67,23,112,40.4,152
3061,19684608,female,27,148,50,8,91,39.4,37
3062,10856453,female,43,173,69,22,102,40.6,128
3063,11471355,male,31,173,79,12,79,40.3,23
3064,14143649,male,59,196,100,14,92,40.4,80
3065,11680981,male,22,202,107,10,93,39.6,42
3066,11600683,male,44,178,77,4,85,38.5,14
3067,15842726,male,58,193,96,23,108,40.5,184
3068,13545390,male,50,191,96,20,90,40.6,98
3069,17034076,male,60,181,79,9,92,39.4,48
3070,15935038,female,48,183,71,26,104,40.6,159
3071,10865090,male,27,195,94,20,98,40.5,99
3072,11328082,female,40,162,60,21,109,40.6,140
3073,12734129,male,29,203,100,22,105,40.7,137
3074,10732268,female,58,159,57,21,101,40.5,129
3075,13389753,female,42,162,56,28,108,41,186
3076,11436090,female,41,158,54,19,99,40.3,108
3077,13407400,male,61,189,91,13,86,40.3,61
3078,14231045,male,44,200,103,16,97,40.4,93
3079,10935124,male,35,193,98,10,85,39.7,35
3080,12102225,female,73,185,79,15,95,40.1,82
3081,17793281,male,24,180,77,18,96,40.4,74
3082,10577200,female,22,165,63,4,88,39,16
3083,13128454,male,31,185,80,11,92,40.2,43
3084,19738322,male,42,179,83,4,83,39,13
3085,16346201,female,54,183,74,29,107,40.9,188
3086,10823725,female,28,178,74,18,100,40.5,95
3087,11785699,female,67,147,52,3,92,38.5,16
3088,10864947,male,52,191,85,2,81,37.9,7
3089,11898514,male,59,178,87,17,101,40.5,115
3090,14641245,female,48,197,89,18,102,40.3,102
3091,17312605,male,25,183,85,3,83,38.5,7
3092,12102333,female,58,161,61,11,87,39.9,51
3093,17144204,male,53,171,77,8,94,39.5,42
3094,15354306,female,29,169,72,15,88,40.3,61
3095,15767740,female,38,162,61,19,95,40.2,97
3096,15463973,female,32,170,68,1,76,37.7,3
3097,19285675,male,22,194,91,23,100,40.5,114
3098,17762006,male,41,191,95,2,83,38.5,7
3099,10301184,male,22,184,82,21,100,40.7,100
3100,18248059,male,32,186,85,8,88,39.5,28
3101,10107692,female,27,160,64,14,98,39.8,73
3102,10509588,male,31,192,92,4,93,39.1,17
3103,11706623,female,63,157,57,8,94,39.9,44
3104,14498208,female,32,175,70,26,104,40.9,152
3105,18293520,male,20,206,107,21,105,40.3,125
3106,13674642,male,45,200,97,27,102,40.8,175
3107,19260136,male,22,179,75,29,108,40.8,168
3108,18597634,male,42,198,101,20,100,40.3,122
3109,14665453,male,30,170,70,13,95,40.1,53
3110,15370853,female,47,177,75,15,91,40.1,70
3111,11810121,male,62,182,80,8,79,39.3,28
3112,19159946,male,57,186,83,12,83,40.1,47
3113,19816357,male,60,194,93,5,87,39.1,24
3114,10779413,male,64,196,95,26,103,40.3,195
3115,15629105,male,60,174,76,24,109,40.6,187
3116,14865790,male,30,193,89,25,113,40.7,181
3117,10510710,female,79,144,51,24,100,40.7,156
3118,14217727,male,76,176,79,18,98,40.1,126
3119,15947177,female,60,141,46,6,86,39.5,28
3120,10918735,female,23,156,55,3,84,38.2,11
3121,15085349,male,49,181,78,1,80,37.8,3
3122,11732415,female,27,168,64,22,102,40.7,124
3123,11321850,female,35,140,47,26,101,40.6,153
3124,14582033,female,56,156,55,2,76,38.8,7
3125,18395627,female,24,171,66,29,110,40.9,186
3126,15669337,female,33,166,65,14,89,40.4,61
3127,16239426,male,35,182,85,22,104,40.5,133
3128,14254415,female,64,166,69,27,107,40.4,182
3129,10587535,male,31,190,87,19,94,40.4,83
3130,15082070,female,33,170,71,11,95,40,54
3131,12811292,male,30,188,93,24,105,40.8,147
3132,19467880,female,35,168,69,24,104,40.4,142
3133,10201619,male,23,184,81,15,102,40.3,76
3134,11133815,female,51,176,71,14,95,40.4,73
3135,14135627,female,76,157,58,23,100,40.7,146
3136,17489844,male,33,180,79,23,106,40.9,141
3137,14399506,male,74,184,94,29,109,41,257
3138,17190515,female,32,181,78,12,92,39.9,53
3139,16064263,male,41,182,79,5,86,39.1,17
3140,16447720,female,52,152,51,13,94,40.2,70
3141,13811314,male,50,184,83,27,100,40.9,165
3142,19149823,male,61,171,78,17,102,40.4,116
3143,16710861,female,31,168,65,10,88,40,42
3144,16453527,male,31,195,100,9,91,39.7,38
3145,15619276,female,48,171,69,23,110,40.4,156
3146,19557593,female,32,176,67,7,93,39.5,33
3147,17276463,female,70,163,62,23,93,40.2,125
3148,10693772,female,61,170,68,3,82,38.8,12
3149,15402776,male,33,181,81,28,106,41.1,172
3150,11849201,female,32,174,70,28,96,40.6,140
3151,10817414,male,37,185,87,13,101,39.7,74
3152,12546389,female,27,160,61,16,99,40.3,86
3153,12037794,female,43,158,61,22,106,40.8,140
3154,14785428,female,23,148,48,8,88,39.4,34
3155,13137424,female,32,172,63,14,91,40.3,64
3156,13361196,female,22,169,68,16,94,40.3,74
3157,18434125,male,25,198,93,23,108,40.8,146
3158,12451657,male,27,178,75,16,100,40.5,77
3159,12296171,male,42,192,87,23,106,41,155
3160,13902207,male,35,194,96,16,100,40,91
3161,12936477,female,26,175,70,24,100,40.8,127
3162,18181134,female,24,166,64,3,93,38.6,14
3163,15953045,female,36,168,69,19,95,40.7,94
3164,15280775,male,40,172,80,11,98,40.1,58
3165,12477808,female,29,174,73,6,91,39.1,26
3166,15190552,female,61,171,72,6,80,39.2,23
3167,17295669,female,22,153,55,21,107,41.1,130
3168,16158469,female,28,162,62,21,96,40.2,106
3169,16292172,male,33,189,92,18,105,40.3,112
3170,16183479,female,70,147,46,10,93,39.8,57
3171,16148770,male,39,175,77,6,86,39.5,20
3172,12076436,female,34,176,70,22,90,40.5,96
3173,16415225,female,30,173,65,22,107,40.4,136
3174,10227127,female,39,170,72,6,89,38.9,26
3175,12563494,female,39,173,69,3,92,38.6,14
3176,14699884,female,44,162,62,25,102,41.1,149
3177,14685737,female,68,163,60,5,85,39.3,23
3178,16283239,male,47,192,101,18,99,40.6,112
3179,19058003,male,53,195,102,17,103,40.4,121
3180,12678061,female,55,165,71,3,86,38.6,13
3181,13085698,female,79,156,54,13,91,40.3,72
3182,15776062,male,40,196,93,22,98,40.6,122
3183,12372746,male,20,168,69,13,98,40.1,53
3184,19866745,female,74,148,52,25,108,40.8,182
3185,12129721,female,23,182,70,17,102,40.3,93
3186,14192326,male,20,192,89,10,89,39.6,31
3187,19917515,female,26,177,70,14,94,39.8,65
3188,13801578,male,46,182,81,9,88,39.5,37
3189,16214662,female,72,166,60,20,100,40.8,125
3190,15237862,female,22,154,53,28,106,41,171
3191,19079605,male,70,195,102,15,93,40.1,96
3192,11960332,male,53,176,81,22,103,40.6,147
3193,10430500,female,50,159,59,4,86,38.8,18
3194,15340495,female,67,167,70,21,104,40.7,136
3195,17352471,female,35,155,55,11,87,39.7,47
3196,11198823,female,52,154,56,25,103,40.9,157
3197,16627647,female,51,151,51,10,94,39.6,54
3198,15727592,female,39,176,76,28,111,40.7,186
3199,18718920,male,73,192,102,19,97,40.4,136
3200,14660676,female,27,164,64,4,88,38.8,17
3201,18510605,male,35,192,98,5,79,39.4,13
3202,16186723,male,29,168,72,6,86,39.4,17
3203,18789216,female,40,146,49,3,83,38.8,12
3204,11464905,male,26,183,80,3,78,38.3,5
3205,18819274,male,76,175,77,18,98,40.4,125
3206,13954315,male,32,193,98,11,97,40.1,56
3207,16060578,female,28,166,62,27,100,40.6,147
3208,10526924,female,57,159,61,24,99,40.6,141
3209,19570514,male,33,162,70,19,100,40.4,95
3210,12212390,female,22,157,54,21,88,40,88
3211,17540899,male,39,189,94,11,86,40.1,41
3212,17922507,male,50,203,101,19,96,40.5,112
3213,19367182,female,26,163,60,21,98,40.7,110
3214,19325095,female,65,168,66,24,111,40.6,174
3215,12137980,male,23,170,70,29,110,40.7,175
3216,15273544,male,52,194,94,15,92,40.1,79
3217,11297448,female,72,146,51,18,93,40.2,101
3218,12576904,female,44,157,64,25,99,40.8,140
3219,17148010,male,51,184,93,3,84,38.5,12
3220,12683815,female,38,162,59,8,89,39.3,36
3221,15130072,male,56,192,91,24,101,40.8,161
3222,16614077,male,67,184,91,23,106,41.1,184
3223,11608476,female,24,155,55,26,114,40.5,181
3224,19105462,male,27,186,93,25,114,40.9,183
3225,15613086,male,38,186,89,23,99,40.4,127
3226,17367030,male,28,180,80,12,96,40.4,53
3227,12079044,female,20,169,65,3,82,38.7,10
3228,11988403,female,66,166,65,23,104,40.9,150
3229,10243918,female,35,172,65,6,92,39.3,28
3230,16072234,male,45,183,85,3,81,38.8,9
3231,18836258,female,26,165,62,23,92,41,105
3232,18355524,female,73,172,70,2,86,38.2,9
3233,11045810,male,20,193,101,13,98,39.9,62
3234,11009203,male,21,186,80,18,90,40.3,57
3235,13787129,female,23,158,62,21,97,40.5,106
3236,11351296,male,77,183,85,16,92,39.7,100
3237,17498795,male,21,175,73,22,95,41,82
3238,11965755,male,44,170,79,7,82,39.4,21
3239,14654679,male,56,176,83,29,110,40.6,229
3240,15885735,male,21,175,73,20,100,40.2,90
3241,16590680,male,27,171,77,2,77,38,3
3242,16185766,female,22,174,73,20,101,40.3,106
3243,18484036,female,33,167,62,17,95,40.3,85
3244,14514827,male,38,201,101,16,99,40.1,92
3245,10840577,female,32,157,50,28,104,40.6,171
3246,14747815,female,60,159,53,6,87,39.5,29
3247,11727872,female,35,151,51,29,108,40.8,191
3248,17094041,female,45,169,66,19,97,40.5,102
3249,14783606,male,69,171,76,4,94,38.8,24
3250,11890446,male,71,178,80,9,90,39.7,50
3251,17338539,female,78,175,73,21,107,40.6,146
3252,10126521,male,59,182,86,3,81,38.6,11
3253,16768226,female,43,173,67,5,82,39.2,19
3254,11068378,male,22,187,86,11,90,39.7,37
3255,14663929,male,65,193,99,5,89,39.3,28
3256,15537965,female,33,178,73,13,82,40,45
3257,16639713,female,22,163,66,19,99,40.5,99
3258,19413131,female,38,176,77,25,98,40.5,130
3259,12334873,female,56,180,76,4,71,38.8,11
3260,16318598,female,27,179,79,19,96,40.5,91
3261,15408703,female,24,164,65,6,85,39.2,22
3262,13430155,male,35,187,85,16,91,40.2,65
3263,11773824,female,39,180,77,19,105,40.3,114
3264,15032068,female,57,154,59,1,90,37.9,5
3265,17236244,female,61,156,59,9,101,39.7,56
3266,19314856,male,24,185,89,20,109,40.6,127
3267,19978901,female,31,163,67,3,89,38.8,13
3268,17635362,male,71,187,93,28,113,40.9,260
3269,14959313,male,40,190,89,2,81,38.1,6
3270,13256569,male,35,184,85,15,93,40,66
3271,16109389,female,25,159,57,17,101,40.4,95
3272,12121015,male,20,187,90,25,105,40.7,139
3273,15081483,female,31,165,62,13,96,40,66
3274,10174029,female,64,174,72,28,108,40.9,191
3275,19181116,female,21,155,50,13,98,40.2,69
3276,14685327,male,65,192,90,26,109,40.9,217
3277,10428208,female,48,175,70,14,99,40.1,78
3278,17298747,female,56,168,71,27,108,41,180
3279,10364778,male,76,179,79,19,105,40.5,153
3280,19137873,female,56,179,76,6,84,39.4,24
3281,19873655,female,20,166,66,14,94,40.2,65
3282,13123941,male,52,186,93,6,90,39.4,30
3283,13435615,male,27,180,78,25,103,40.3,134
3284,14496194,female,32,163,58,17,100,40.4,95
3285,15529636,female,58,167,66,16,87,40.4,73
3286,11960136,female,39,179,76,6,82,39.4,21
3287,19459600,male,70,176,83,21,111,40.6,183
3288,17114577,female,47,157,66,22,96,40.4,117
3289,17585464,male,67,187,94,19,98,40.6,131
3290,13034064,male,66,185,90,13,82,40.1,56
3291,15791476,female,22,149,50,8,97,39.1,42
3292,18661654,male,74,180,88,22,101,40.4,166
3293,13235889,female,57,160,60,5,79,39,19
3294,12872686,female,38,164,61,14,89,39.9,63
3295,14507249,female,26,175,71,7,90,39.5,30
3296,16681452,female,23,168,69,3,83,38.1,10
3297,13558123,female,74,172,72,14,91,40.4,72
3298,13139658,male,33,184,87,27,99,40.7,141
3299,13072974,female,49,153,57,21,101,40.3,126
3300,14335458,female,20,158,60,17,91,40.2,74
3301,12451639,female,47,174,71,16,100,40.5,91
3302,12742661,female,20,159,59,29,114,40.6,199
3303,19370756,female,68,175,72,15,92,40.2,78
3304,18860167,female,24,163,66,7,87,39.3,28
3305,16723901,male,51,178,85,11,90,40,52
3306,11379220,female,54,169,65,11,88,39.8,51
3307,11877586,female,48,157,62,1,77,37.9,3
3308,11378149,male,63,194,103,25,94,40.8,157
3309,12488225,female,64,166,68,25,109,40.8,174
3310,12051718,male,38,188,89,1,77,37.7,2
3311,11025836,female,31,153,54,21,101,40.8,120
3312,11936405,male,36,210,117,4,76,39,10
3313,17839214,female,35,166,70,14,93,40.1,66
3314,13504699,female,73,167,69,19,97,40,111
3315,19802483,male,47,175,79,19,98,40.3,106
3316,15690285,female,49,153,52,24,104,40.7,153
3317,12939402,male,63,158,63,17,95,40.2,94
3318,17677321,male,63,199,101,14,81,40.1,60
3319,14270825,female,32,170,67,8,86,39.7,32
3320,12706483,female,63,162,64,20,105,40.5,132
3321,14564528,female,23,161,61,13,91,40.1,57
3322,16262909,male,50,183,84,7,84,39.5,26
3323,11251821,female,41,161,62,8,90,39.5,37
3324,11801514,male,31,178,77,21,97,40.3,97
3325,16187828,male,43,167,71,16,100,40.3,88
3326,16004941,male,27,168,64,24,105,40.5,128
3327,15395918,male,22,187,85,26,112,40.9,172
3328,16473518,female,49,166,60,12,95,39.8,64
3329,12386095,male,55,164,69,21,106,40.6,146
3330,16002371,female,52,161,63,19,99,40.7,109
3331,19743095,female,24,167,63,16,94,40.3,76
3332,15752262,female,63,162,58,27,106,40.9,183
3333,17650066,male,35,177,75,25,105,40.5,149
3334,16977964,female,24,167,67,30,105,40.9,176
3335,15848505,male,25,190,91,29,112,40.8,200
3336,19660801,male,59,164,68,8,81,39.8,27
3337,19669914,male,45,183,85,4,98,39.2,22
3338,10816626,female,26,149,50,17,95,40.2,86
3339,18455696,female,56,174,69,9,91,39.7,44
3340,11427814,male,46,186,84,8,81,39.5,25
3341,18758816,female,52,159,59,11,92,39.9,56
3342,16606738,female,76,155,63,13,94,39.9,73
3343,13433795,male,21,196,95,22,107,40.6,133
3344,16991521,female,32,167,63,5,91,39.2,23
3345,11574795,male,64,188,92,14,87,40.4,70
3346,18218355,male,29,179,77,26,97,40.9,117
3347,15397568,male,45,185,85,4,94,39.1,20
3348,15650804,female,29,158,56,29,110,40.8,192
3349,15620456,male,61,182,87,26,104,40.7,191
3350,19756953,female,56,169,65,18,96,40.4,99
3351,18078275,male,70,186,82,28,102,41,206
3352,11664944,female,34,180,73,26,89,40.5,110
